,word,counts
13247,法则,11
13248,诺顿,33
13249,含有,3
13250,稍差,5
13251,携手,12
13252,影史级,3
13253,Incredible,3
13254,放飞,8
13255,牵手,14
13256,where,15
13257,天崩地裂,10
13258,世界末日,14
13259,读书,26
13260,很合,4
13261,无关紧要,5
13262,点缀,11
13263,樱桃,4
13264,行动,19
13265,太远,6
13266,布拉德,24
13267,皮特,36
13268,现形,4
13269,一刹,4
13270,满脸,12
13271,流血,5
13272,四周,6
13273,倾颓,5
13274,心爱,9
13275,妹子,21
13276,狂霸酷,4
13277,Chuck,3
13278,Palahniuk,2
13279,前来,4
13280,衡量,5
13281,人云亦云,6
13282,成分,19
13283,白菜,3
13284,各有所爱,3
13285,那小段,3
13286,锤头,5
13287,嗷足,5
13288,说些,7
13289,收编,3
13290,之内,6
13291,忽闪,3
13292,裸体,6
13293,街头,19
13294,且不论,3
13295,愿不愿意,4
13296,拍当,3
13297,渗透到,4
13298,枪口,6
13299,对准,4
13300,搞清楚,4
13301,炸掉,4
13302,信用卡,4
13303,大楼,20
13304,无济于事,3
13305,闪闪,13
13306,玷污,6
13307,干吗,2
13308,召集,4
13309,爪牙,3
13310,作料,3
13311,归为,5
13312,同等,3
13313,较真,4
13314,输,19
13315,俱乐部,14
13316,反叛,7
13317,尖端,3
13318,放出,3
13319,作成,3
13320,宣告,4
13321,Roger,2
13322,Ebert,2
13323,松散,15
13324,从没,10
13325,它定,2
13326,死板,4
13327,框框,3
13328,借机,3
13329,打造出,6
13330,逐帧,2
13331,出差,2
13332,常常,12
13333,醒来,9
13334,博士,15
13335,戏演,4
13336,看炸楼,4
13337,比看,5
13338,健康,8
13339,一重,2
13340,付诸行动,2
13341,未尝,5
13342,悍事,2
13343,六星,5
13344,流畅性,5
13345,按到,3
13346,big,16
13347,cock,6
13348,找回,14
13349,物役,4
13350,枷锁,7
13351,如愿,4
13352,兽医,10
13353,met,8
13354,me,31
13355,very,12
13356,strange,8
13357,天呐,7
13358,埋,9
13359,亲们,3
13360,精神分裂,16
13361,痛是,3
13362,煽动,8
13363,一受,2
13364,样儿,2
13365,Ed,3
13366,鸟,13
13367,自攻,3
13368,自受,3
13369,金发,5
13370,配对,3
13371,小皮,3
13372,Norton,12
13373,cp,11
13374,禁欲,4
13375,受样,4
13376,冰山,5
13377,美山,3
13378,同人,8
13379,预料,6
13380,不装,6
13381,改变现状,3
13382,癌症,6
13383,搏斗,16
13384,奴役,11
13385,不可言传,3
13386,蛰伏,4
13387,看炸,9
13388,毕露,5
13389,银行存款,4
13390,皮夹,2
13391,圣经,12
13392,图腾,4
13393,成神,3
13394,摩天大楼,9
13395,坍塌,7
13396,抛却,4
13397,玛拉,3
13398,组成部分,4
13399,主张,5
13400,各不相同,3
13401,枪毙,7
13402,窃取,3
13403,遗产,5
13404,办公室,10
13405,自虐,4
13406,皮特儿,4
13407,洛克菲勒,3
13408,峡谷,6
13409,中猎,3
13410,麋,3
13411,Sears,3
13412,藤,3
13413,向上,4
13414,攀岩,4
13415,向下,4
13416,地面,5
13417,舂,4
13418,废弃,4
13419,晒,3
13420,鹿肉,3
13421,That,5
13422,was,6
13423,an,6
13424,attractive,4
13425,future,5
13426,迷惘,5
13427,莫大,5
13428,潜藏,4
13429,揪出来,3
13430,陷阱,8
13431,专放,2
13432,校级,2
13433,社团,3
13434,大众,19
13435,之高,15
13436,坦率地,2
13437,弗兰肯,2
13438,斯坦,2
13439,蜕变,8
13440,发乎,2
13441,止乎,2
13442,责任感,6
13443,再赞,3
13444,繁冗,3
13445,啰嗦,10
13446,NortonTim,3
13447,Roth,3
13448,Gosling,3
13449,Cusack,3
13450,Adrien,3
13451,Brody,3
13452,三名,2
13453,精彩表演,3
13454,想往,2
13455,禁锢,6
13456,不容,2
13457,过久,2
13458,祸患无穷,2
13459,却成,4
13460,引起共鸣,2
13461,占有,3
13462,多数,8
13463,充当,8
13464,同谋,4
13465,受害者,5
13466,乐此不疲,3
13467,振作,4
13468,为乐,4
13469,用心良苦,8
13470,启人,4
13471,一本,11
13472,配不上,4
13473,喃喃自语,6
13474,猩猩,11
13475,brown,5
13476,少爷,7
13477,幌子,6
13478,唱,19
13479,补课,11
13480,暂定,2
13481,有待,2
13482,另一面,5
13483,映像,12
13484,倍受,2
13485,一时,13
13486,吐口,2
13487,引用,12
13488,因写,2
13489,普利策,2
13490,杰伊,2
13491,伯特,2
13492,脑残,10
13493,虚无主义,5
13494,衍射,2
13495,交纵,2
13496,寓以,2
13497,亦然,4
13498,奇,8
13499,一探,2
13500,深浅,2
13501,完想,4
13502,一晚,4
13503,早上,5
13504,这么久,8
13505,晚悟,2
13506,晚伪,2
13507,影青,2
13508,千言万语,7
13509,只得,3
13510,only,17
13511,现时,6
13512,现日,2
13513,本朝,2
13514,千刀,2
13515,David,7
13516,Fincher,2
13517,fear,12
13518,distractions,9
13519,信条,8
13520,异教徒,3
13521,我错,4
13522,杰克,16
13523,意料之中,3
13524,人生价值,2
13525,意料中,2
13526,虐待,7
13527,暴力行为,2
13528,比同,2
13529,係,4
13530,神經,3
13531,也許,3
13532,樣,3
13533,嘅,18
13534,裝,3
13535,經沁浸,3
13536,得久長,3
13537,咗,5
13538,皮,13
13539,結尾,7
13540,愛德華諾,3
13541,頓,5
13542,過,9
13543,MV,8
13544,海伦娜,6
13545,牵着手,3
13546,cook,8
13547,自演,2
13548,乙,3
13549,导出,2
13550,法西斯,4
13551,团体,5
13552,通病,7
13553,应,7
13554,末日,30
13555,陨落,5
13556,No,19
13557,ability,7
13558,let,8
13559,which,7
13560,does,10
13561,matter,7
13562,truly,7
13563,slide,7
13564,own,4
13565,end,12
13566,owning,3
13567,Be,3
13568,tough,3
13569,motherfucker,3
13570,after,6
13571,ve,12
13572,lost,9
13573,everything,10
13574,搬运工,3
13575,良好,6
13576,组织者,4
13577,卖弄,5
13578,之流,5
13579,Self,2
13580,improvement,2
13581,masturbation,2
13582,self,2
13583,destruction,2
13584,无视,9
13585,逼出,2
13586,双重人格,11
13587,多重人格,4
13588,互博,2
13589,引到,2
13590,带领,14
13591,吞枪,2
13592,自尽,5
13593,击碎,3
13594,前景,5
13595,拆分,2
13596,正合,2
13597,重构,5
13598,两重性,2
13599,嘻哈,3
13600,trip,3
13601,hop,3
13602,谈,14
13603,锤子,2
13604,不向,3
13605,既有,18
13606,臣服在,2
13607,真实自我,2
13608,诸种,2
13609,查拉,2
13610,图,13
13611,斯特拉,2
13612,如是说,2
13613,残缺,9
13614,跛足,2
13615,关切,2
13616,科层,2
13617,关涉,2
13618,其题,2
13619,限制住,4
13620,衣着,5
13621,外界,5
13622,定型,4
13623,Our,7
13624,great,17
13625,war,15
13626,spiritual,3
13627,depression,3
13628,our,6
13629,look,3
13630,down,4
13631,ll,13
13632,see,15
13633,tiny,2
13634,figures,2
13635,pounding,2
13636,corn,2
13637,la,2
13638,♪,3
13639,苏上,3
13640,皮特不苏,3
13641,❤,12
13642,←,28
13643,永载史册,2
13644,皮特则,2
13645,吃惊,8
13646,片片,4
13647,星期,4
13648,当生,2
13649,死定了,4
13650,甘跑,2
13651,早餐会,2
13652,甜美,4
13653,赞服,2
13654,哥特,3
13655,脂肪,2
13656,肥皂,6
13657,他俩,7
13658,抛弃,22
13659,不在乎,10
13660,占据主动,2
13661,商业性,6
13662,一档,3
13663,xzh,4
13664,还用说,4
13665,经济,16
13666,泡沫,6
13667,转移,5
13668,补签,3
13669,奥特,6
13670,虚高,5
13671,奥特曼,26
13672,合集,4
13673,条目,5
13674,标,2
13675,每一集,3
13676,尖锐,5
13677,第一集,35
13678,何志,8
13679,几集,3
13680,外星人,122
13681,有好有坏,2
13682,三种,2
13683,站队,3
13684,评判,5
13685,剧赛,2
13686,文,7
13687,圆谷,5
13688,ov,2
13689,人向,4
13690,对接,3
13691,付费,2
13692,讨好,6
13693,低领,2
13694,能回,2
13695,全年龄,3
13696,担责任,2
13697,恶性循环,2
13698,评带,2
13699,找赛,2
13700,OVA,7
13701,物超所值,2
13702,参谋,6
13703,欧米茄,4
13704,赛文,34
13705,装束,2
13706,农,5
13707,马尔特,8
13708,原住民,9
13709,卷土重来,4
13710,警备队,2
13711,欧米,2
13712,伽,2
13713,赛文要,2
13714,面临,13
13715,准则,3
13716,伏,7
13717,看农,3
13718,使者,4
13719,小朋友,12
13720,感触良多,3
13721,逆天,11
13722,古文明,2
13723,做人,9
13724,双手,3
13725,99OV,4
13726,收官,2
13727,OV,4
13728,无愧,4
13729,数万年,2
13730,祖先,7
13731,✘,2
13732,Δ,2
13733,226,3
13734,救世,6
13735,从赛,2
13736,文到,2
13737,鲁路,2
13738,修,5
13739,罪孽深重,2
13740,效忠,2
13741,不义,2
13742,之国,2
13743,七爷,12
13744,血帅,2
13745,一匹,3
13746,微乎其微,3
13747,侵略者,9
13748,这一版,5
13749,军国主义,3
13750,义理,2
13751,人情,13
13752,脱罪,3
13753,最是,5
13754,为难,2
13755,ova,7
13756,正剧,3
13757,语境,12
13758,原则,14
13759,潜能,5
13760,向善,4
13761,大于,13
13762,古桥,4
13763,队员,7
13764,战友情,3
13765,从前,10
13766,犯了错,3
13767,弯路,3
13768,而终,3
13769,共享,3
13770,幽灵公主,3
13771,阿西,2
13772,达卡,2
13773,炒鸡,4
13774,牛批,2
13775,were,19
13776,two,14
13777,loves,9
13778,his,21
13779,engine,10
13780,166,3
13781,1927,14
13782,全身上下,3
13783,1928,2
13784,General.1927,2
13785,INTERNAL,2
13786,DVDRip,10
13787,XviD,5
13788,SAPHiRE,2
13789,裹挟,11
13790,弱弱,6
13791,谢,3
13792,不朽,22
13793,20170418,2
13794,南方,35
13795,好人家,2
13796,开着,8
13797,中古,2
13798,走上,6
13799,北上,3
13800,光真爱,2
13801,眼波,2
13802,转动,3
13803,右手,3
13804,食指,3
13805,残疾,5
13806,微小,2
13807,改写,4
13808,有声电影,4
13809,万古愁,2
13810,赔钱,4
13811,正义性,3
13812,照样,12
13813,闯关,6
13814,肌理,4
13815,動作,3
13816,學來,2
13817,他們,15
13818,雜耍,2
13819,雜又驚險,2
13820,physical,2
13821,comedy,2
13822,承接,3
13823,馬,9
13824,戲傳統,2
13825,circus,2
13826,愛和基頓,2
13827,戲團,2
13828,盛產電影,2
13829,先驅,4
13830,夜之冷,5
13831,昼之暖,5
13832,棕色,6
13833,字面,5
13834,质,9
13835,飞跃,10
13836,车架,5
13837,随之,13
13838,摆动,5
13839,伊利亚,7
13840,伍德,7
13841,自编,7
13842,仅用,3
13843,周,17
13844,高难,3
13845,大呼,14
13846,无痕,3
13847,至爱,4
13848,荡,3
13849,接吻,4
13850,敬礼,7
13851,不差,8
13852,体力,10
13853,物力,3
13854,纯属,6
13855,营救,9
13856,大抵,5
13857,面庞,3
13858,他常,3
13859,妥妥,6
13860,短小精悍,12
13861,五脏俱全,3
13862,有限,16
13863,厚此薄彼,2
13864,权衡,2
13865,临界点,3
13866,诉求,4
13867,律,2
13868,动感,11
13869,准确,15
13870,大手笔,6
13871,豪华,13
13872,巨片,7
13873,公正,7
13874,辅助性,2
13875,发挥作用,2
13876,参军,9
13877,对射,3
13878,堕桥,2
13879,足矣,10
13880,火车头,8
13881,北佬,3
13882,劫去,3
13883,单枪匹马,4
13884,铁道,5
13885,游击,3
13886,乌龙,6
13887,炮台,3
13888,雨林,3
13889,麻袋,3
13890,掐死,6
13891,落伍,8
13892,瑰宝,12
13893,永不,23
13894,炉火纯青,17
13895,不懈,6
13896,憨厚,4
13897,诚恳,4
13898,察觉,3
13899,阿甘式,4
13900,世俗,11
13901,高清,22
13902,管弦乐队,6
13903,生死时速,6
13904,戏连,6
13905,逃,10
13906,笨,6
13907,老虎,14
13908,老鼠,10
13909,分不清楚,6
13910,越笨越,4
13911,十八分,4
13912,引擎,5
13913,抵,6
13914,三千,6
13915,差上,5
13916,一截,7
13917,一百万,9
13918,赛车,11
13919,观是,3
13920,虹膜,4
13921,问答,4
13922,巴顿,7
13923,小狗,7
13924,亲近,4
13925,明明白白,4
13926,地写,4
13927,陷在,4
13928,不可自拔,4
13929,一回,17
13930,王中王,5
13931,坠桥,16
13932,一掷千金,5
13933,感力,5
13934,桂河大桥,5
13935,Cohen,5
13936,Film,8
13937,Collection,6
13938,几段,19
13939,瀑布,5
13940,theme,7
13941,有股,5
13942,二十世纪,10
13943,乡愁,6
13944,车轮,6
13945,忘情,6
13946,长吻,5
13947,谐谑,5
13948,甚为,4
13949,扩充,5
13950,共骑,3
13951,权贵,8
13952,巴特斯,2
13953,完爆,5
13954,断桥,2
13955,稳稳,4
13956,我愛他,2
13957,勝過,4
13958,部上,3
13959,平滑,5
13960,运用自如,3
13961,CGI,7
13962,丁丁,3
13963,1926,15
13964,赞赏,9
13965,日重,7
13966,销魂,13
13967,包,17
13968,集合,16
13969,足足有余,7
13970,实拍,16
13971,充分体现,12
13972,献身精神,7
13973,铁路,8
13974,灵巧,12
13975,化解,11
13976,物体,5
13977,跟不上,6
13978,疾驶,7
13979,不乱,9
13980,冗,7
13981,不杂,7
13982,气态,7
13983,蒙克,7
13984,以其,7
13985,坐景,7
13986,敌人,53
13987,迷路,11
13988,片大,9
13989,合不拢嘴,5
13990,串,6
13991,对仗,6
13992,内战,14
13993,交火,4
13994,阔气,4
13995,亏得,4
13996,首届,3
13997,鼠目,3
13998,空前绝后,9
13999,南军,10
14000,心上人,2
14001,挫败,3
14002,北军,8
14003,进攻,7
14004,洗印,2
14005,别致,3
14006,BAMPFA,2
14007,2017.9,2
14008,30.4,2
14009,十多分钟,2
14010,影重,3
14011,溃逃,4
14012,逆行,5
14013,CG,12
14014,比肩,7
14015,河里,6
14016,桌布,2
14017,烫,2
14018,小孔,2
14019,水中,5
14020,镜中花,2
14021,自叹弗如,2
14022,论及,2
14023,动作性,2
14024,开拓,10
14025,浪漫气质,3
14026,107,3
14027,79,4
14028,骗,40
14029,独角戏,8
14030,年头,5
14031,来源,10
14032,思想家,2
14033,民间,9
14034,平民,8
14035,荐,3
14036,七次,2
14037,美国式,7
14038,较浅,2
14039,更多为,2
14040,最愛的,4
14041,可愛的,3
14042,無敵,3
14043,汇聚,7
14044,有惊无险,3
14045,交织,22
14046,称道,6
14047,失而复得,2
14048,脱,7
14049,军装,3
14050,钢琴伴奏,3
14051,摇动,5
14052,轮轴,2
14053,上配,2
14054,军,11
14055,出发,8
14056,上前,3
14057,250,11
14058,名作,4
14059,结构性,2
14060,妙到,5
14061,难以相信,6
14062,好奇,16
14063,北方,20
14064,我党,3
14065,描绘成,7
14066,国军,3
14067,流失,2
14068,老电影,20
14069,超难,4
14070,下文,4
14071,晕倒,7
14072,长官,5
14073,第一条,4
14074,短评,19
14075,周拍成,4
14076,下山,11
14077,這套,2
14078,favourite,2
14079,可圈可点,10
14080,俗,5
14081,優勢,2
14082,發揮,3
14083,動作戲,3
14084,尤為,3
14085,爾,2
14086,示範,2
14087,並且,3
14088,有著,2
14089,愛,10
14090,初衷,3
14091,鐵軌,2
14092,戲,4
14093,續,2
14094,戰爭,8
14095,75min,2
14096,戏太,4
14097,摔跤,8
14098,链子,3
14099,爱爱爱,2
14100,有前,3
14101,本子,7
14102,真不愧是,8
14103,要死,13
14104,剪切,9
14105,人由心,2
14106,学好,3
14107,福二,2
14108,真不错,12
14109,课堂,2
14110,上能,7
14111,沉下心,2
14112,不累,5
14113,hahaha,3
14114,搞怪,8
14115,有声版,2
14116,人力物力,3
14117,财力,2
14118,南北战争,9
14119,珍贵,9
14120,活泼,5
14121,2017SIFF,2
14122,涵盖,4
14123,交通工具,9
14124,矫健,4
14125,实物,2
14126,补助,2
14127,寒颤,2
14128,个位数,4
14129,恒久,4
14130,人不受,2
14131,评奖,2
14132,stoic,2
14133,deadpan,2
14134,精力旺盛,2
14135,萌得,4
14136,误打误撞,4
14137,中带,9
14138,匠人,4
14139,畜,2
14140,无害,5
14141,272,2
14142,玛吉,3
14143,史密斯,24
14144,演成,3
14145,Johnnie,5
14146,洗手,2
14147,开走,2
14148,满手,3
14149,Annabelle,2
14150,树林,5
14151,相拥,2
14152,而眠,2
14153,翌日,2
14154,清晨,2
14155,全干,2
14156,整洁,2
14157,如新,2
14158,雨水,6
14159,冲刷,6
14160,20s,3
14161,辗转,6
14162,腾挪,5
14163,以寡敌众,4
14164,卓,2
14165,先驱,5
14166,起初,3
14167,好点,9
14168,厌烦,10
14169,三分钟,2
14170,救援,2
14171,捉,5
14172,停下来,7
14173,戏真,4
14174,小腿,2
14175,傲娇,5
14176,搜狐,4
14177,稍逊,4
14178,辣,6
14179,勇猛,4
14180,妹,11
14181,制服,18
14182,南方人,5
14183,黑成,4
14184,而今,4
14185,一睹,6
14186,走来,4
14187,永不磨灭,3
14188,眨眼睛,4
14189,不忍,10
14190,百出,7
14191,诚意,15
14192,太萌,8
14193,记忆力,4
14194,令人激动,4
14195,前所未有,4
14196,奠定,9
14197,KINO,3
14198,神人,5
14199,顶,8
14200,忒,14
14201,玩转,3
14202,立大功,2
14203,lovesin,2
14204,bis,2
14205,lover,2
14206,覺得,14
14207,跟別,2
14208,咕噜,50
14209,冲下桥,2
14210,古董,3
14211,女主往,2
14212,锅炉,3
14213,里装,2
14214,柴火,2
14215,上设,2
14216,障碍,8
14217,豆友,3
14218,驾,2
14219,装点,2
14220,----,5
14221,睡醒,3
14222,-----,3
14223,白天黑夜,2
14224,一圈圈,3
14225,地被,7
14226,带走,9
14227,木柴,3
14228,扔进,4
14229,火炉,3
14230,气急败坏,3
14231,宠,4
14232,溺,3
14233,炸桥,3
14234,半途而废,6
14235,勇往直前,6
14236,奋战到底,7
14237,箭手,2
14238,地精,2
14239,认住,2
14240,磁力,2
14241,剑士,3
14242,锤,4
14243,弓手,3
14244,组队,4
14245,RPG,3
14246,咕噜咕噜,5
14247,安迪瑟,9
14248,金斯,9
14249,彼得大帝,20
14250,战略,6
14251,双塔,5
14252,奇兵,2
14253,圣盔,28
14254,谷之战,9
14255,趋于,15
14256,神乎其神,3
14257,废戏,3
14258,完太,2
14259,理顺,3
14260,写法,3
14261,调整,9
14262,三角恋,4
14263,附录,3
14264,恩特们,3
14265,坑爹,8
14266,忠于,14
14267,改动,11
14268,白胡子,4
14269,脚朝,3
14270,西带,3
14271,哈比人,13
14272,西天,4
14273,毁戒,5
14274,大路,3
14275,一走,3
14276,几万里,3
14277,多线,22
14278,上来,7
14279,猛犸象,2
14280,缓缓,11
14281,晚饭,4
14282,乐高,19
14283,黑与白,2
14284,電腦,3
14285,熱衷,3
14286,.......,11
14287,魔兽争霸,4
14288,NC,5
14289,多点,13
14290,冠上,4
14291,花瓶,8
14292,之名,4
14293,歧视,10
14294,SD,4
14295,流川,4
14296,出世,4
14297,入世,5
14298,指数,7
14299,侦查,6
14300,调和剂,4
14301,射,6
14302,矮子,2
14303,火,20
14304,树人,13
14305,水来,2
14306,冲过去,2
14307,洗头发,2
14308,信任感,3
14309,冲破,9
14310,树人滴,2
14311,早上好,2
14312,扎,3
14313,地力,2
14314,炮轰,2
14315,炮姐,2
14316,搞定,7
14317,没完,2
14318,中途,14
14319,戛然而止,17
14320,小矮人,3
14321,自言自语,5
14322,大胡子,3
14323,OBLivCate,2
14324,hobbies,2
14325,个子,2
14326,Game,3
14327,Trones,2
14328,数码,2
14329,豆腐,19
14330,炎,3
14331,魔,36
14332,之争,2
14333,炎魔,4
14334,猛增,4
14335,脸部,8
14336,配些,2
14337,白袍,26
14338,研磨,4
14339,决不能,2
14340,火龙,2
14341,唠,6
14342,另个,2
14343,神驹,4
14344,磁悬浮,2
14345,光在,2
14346,无异,4
14347,终章,6
14348,因有,2
14349,受限,7
14350,谷,18
14351,有木有,8
14352,对前,2
14353,Hobbit,8
14354,留意,6
14355,演员表,4
14356,三人,7
14357,星光,3
14358,耀眼,9
14359,三人组,3
14360,默契,7
14361,遇上,6
14362,死而无憾,3
14363,之怒,4
14364,搬救兵,6
14365,最燃,5
14366,窝,6
14367,235,4
14368,谷之役,3
14369,攻,2
14370,笔力,2
14371,写出,4
14372,骑时,2
14373,翻身,9
14374,上马,7
14375,攻城战,2
14376,时矮人,2
